price(R$),condo(R$),district,address,area(m²),bedroom,bathrooms,parkings,url(image),url(apt)
380000.0,400.0,Centro,Rua Rio de Janeiro,80.0,3.0,2.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/64/20/92/73/360x266/2602261334.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-centro-belo-horizonte-2964209273.html
450000.0,150.0,Céu Azul,Rua Belarmino Giarola,130.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/67/48/01/12/360x266/2753439482.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-ceu-azul-belo-horizonte-2967480112.html
505000.0,350.0,Dona Clara,Desembargador Afonso Lages,98.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/72/01/68/83/360x266/3674525133.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-3-quartos-a-venda-110-m-sup2-2972016883.html
636000.0,480.0,Fernão Dias,Rua Professor Nardelli Bemfica 334,170.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/70/03/23/360x266/3724765143.jpg,https://www.imovelweb.com.br/propriedades/cobertura-a-venda-3-quartos-1-suite-2-vagas-fernao-2977700323.html
2060000.0,,Serra,Rua Visconde de Caravelas,292.0,5.0,5.0,5,https://imgbr.imovelwebcdn.com/avisos/2/29/74/47/93/00/360x266/3636066279.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-serra-5-quartos-292-m-sup2--2974479300.html
498000.0,1341.0,Floresta,Rua Pouso Alegre,83.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/57/03/82/09/360x266/2281380420.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-floresta-belo-horizonte-2957038209.html
400000.0,668.0,Grajaú,Rua Benjamim Jacob,67.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/16/65/360x266/3605619883.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-grajau-3-quartos-67-m-sup2--2973411665.html
590000.0,600.0,Buritis,Rua Eli Seabra Filho 100,83.0,2.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/65/82/57/45/360x266/2672911696.jpg,https://www.imovelweb.com.br/propriedades/lindo-apartamento-de-2-quartos-com-excelente-2965825745.html
320000.0,,Ipiranga,Rua Conde de Monte Cristo,55.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/85/72/360x266/3605499370.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-ipiranga-2-quartos-55-m-sup2-2973408572.html
425000.0,230.0,Floramar,Rua Ouricuri,70.0,3.0,1.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/33/73/360x266/3605502909.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-floramar-3-quartos-70-m-sup2-2973413373.html
215000.0,220.0,Padre Eustáquio,Rua Dona Virgínia Murta,45.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/85/28/360x266/3605425391.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-padre-eustaquio-2-quartos-45-2973408528.html
584999.0,475.0,Sagrada Família,Rua São Roque,78.0,3.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/67/84/59/62/360x266/2768166787.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sagrada-familia-belo-horizonte-2967845962.html
290000.0,659.0,Santo Agostinho,Rua dos Guajajaras,60.0,1.0,1.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/76/41/94/78/360x266/3690188390.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-santo-agostinho-1-quarto-60-2976419478.html
310000.0,,Estoril,Rua Desembargador Amílcar de Castro,31.0,1.0,1.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/80/00/360x266/3605427425.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-estoril-1-quarto-31-m-sup2--2973408000.html
259000.0,,Manacás,Rua Raul Seixas,48.0,2.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/74/58/94/83/360x266/3639258613.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-manacas-2-quartos-48-m-sup2--2974589483.html
1300000.0,800.0,Itapoã,Rua Ministro Hermenegildo de Barros,320.0,4.0,4.0,4,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/46/13/360x266/3605598107.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-itapoa-4-quartos-320-m-sup2--2973414613.html
1700000.0,1150.0,Sion,Rua Assunção,340.0,4.0,4.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/73/67/30/32/360x266/3612877126.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sion-4-quartos-340-m-sup2--2973673032.html
2850000.0,3000.0,Belvedere,Rua Desembargador Jorge Fontana,200.0,4.0,3.0,4,https://imgbr.imovelwebcdn.com/avisos/2/29/75/96/23/70/360x266/3677640039.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-belvedere-4-quartos-200-2975962370.html
390000.0,483.0,Luxemburgo,Avenida Raja Gabáglia,40.0,1.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/69/85/79/360x266/3613671648.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-luxemburgo-1-quarto-40-m-sup2-2973698579.html
2150000.0,1250.0,Santo Antônio,Rua Marquês de Paranaguá,257.0,3.0,5.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/76/13/89/04/360x266/3682480574.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-santo-antonio-3-quartos-257-2976138904.html
540000.0,840.0,Vila Paris,Avenida Artur Bernardes,72.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/80/06/360x266/3605427796.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-vila-paris-3-quartos-72-2973408006.html
365000.0,350.0,Manacás,Rua Raul Seixas,86.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/70/43/30/360x266/3613874495.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-manacas-belo-horizonte-2973704330.html
250000.0,300.0,Havaí,Rua Deputado Sebastião Nascimento 349,85.0,3.0,,1,https://imgbr.imovelwebcdn.com/avisos/2/29/74/68/94/42/360x266/3642028956.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-3-dormitorios-a-venda-85-m-sup2--por-2974689442.html
350000.0,265.0,Sagrada Família,Rua Alabastro 290,67.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/66/74/34/25/360x266/2714841163.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-2-quartos-1-vaga-sagrada-2966743425.html
430000.0,480.0,Silveira,Rua Suzana Furtado de Oliveira,90.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/27/11/80/64/360x266/2420567988.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-silveira-belo-horizonte-2927118064.html
165000.0,220.0,Juliana,Rua Acácio Costa Júnior,48.0,2.0,1.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/26/80/360x266/3605475628.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-juliana-2-quartos-48-m-sup2--2973412680.html
2750000.0,1860.0,Lourdes,Rua Antônio Aleixo,225.0,4.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/93/00/360x266/3605451948.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-lourdes-4-quartos-225-m-sup2-2973409300.html
385000.0,,Heliópolis,Rua Professor Heitor Noronha,70.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/59/50/29/360x266/3610746890.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-heliopolis-3-quartos-70-2973595029.html
649999.0,350.0,Sagrada Família,Rua Conselheiro Lafaiete,120.0,2.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/72/29/90/79/360x266/3572423909.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sagrada-familia-belo-horizonte-2972299079.html
330000.0,360.0,Graça,Rua Silveira,97.0,3.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/90/59/360x266/3605462888.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-graca-3-quartos-97-m-sup2--2973409059.html
265000.0,150.0,Planalto,Luiz de Mello Mattos,50.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/74/59/90/11/360x266/3639504375.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-2-quartos-a-venda-50-m-sup2-2974599011.html
520000.0,400.0,Sagrada Família,Rua São Lázaro 408,94.0,4.0,3.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/66/74/38/83/360x266/2714854103.jpg,https://www.imovelweb.com.br/propriedades/area-privativa-a-venda-4-quartos-1-suite-1-vaga-2966743883.html
3000000.0,2200.0,Boa Viagem,Rua Bernardo Guimarães,430.0,4.0,5.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/10/30/360x266/3605490308.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-boa-viagem-4-quartos-430-2973411030.html
350000.0,300.0,Floramar,Rua Alga Vermelha,70.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/98/43/360x266/3605454851.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-floramar-3-quartos-70-m-sup2-2973409843.html
430000.0,390.0,Planalto,Rua Francisco Augusto Rocha,95.0,3.0,1.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/74/14/22/93/360x266/3626270702.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-3-quartos-1-suite-2-vagas-2974142293.html
2750000.0,1900.0,Buritis,Rua Engenheiro Alberto Pontes,267.0,4.0,5.0,4,https://imgbr.imovelwebcdn.com/avisos/2/29/73/53/18/72/360x266/3608627176.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-buritis-4-quartos-267-m-sup2-2973531872.html
225000.0,,Carlos Prates,Rua São Jorge,58.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/85/42/360x266/3605432315.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-carlos-prates-2-quartos-58-2973408542.html
560000.0,,Santa Teresa,Rua Hermilo Alves,75.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/92/45/360x266/3605434293.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-santa-tereza-3-quartos-75-2973409245.html
395000.0,400.0,Silveira,Rua Luiz Balena,96.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/57/03/95/73/360x266/2281427963.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-silveira-belo-horizonte-2957039573.html
2000000.0,2250.0,Sion,Rua Santa Maria Itabira,300.0,5.0,4.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/01/14/360x266/3605486332.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sion-5-quartos-300-m-sup2--2973410114.html
730000.0,300.0,Castelo,Rua Rua Governador Mario Covas,200.0,4.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/57/03/16/74/360x266/2281206760.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-castelo-belo-horizonte-2957031674.html
960000.0,980.0,Lourdes,Rua dos Timbiras,160.0,4.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/62/67/25/56/360x266/2537002627.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-lourdes-belo-horizonte-2962672556.html
590000.0,430.0,Colégio Batista,Rua Pouso Alegre,85.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/72/34/18/64/360x266/3680539981.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-colegio-batista-belo-horizonte-2972341864.html
250000.0,240.0,Lagoinha,Rua Diamantina 890,70.0,3.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/67/86/61/07/360x266/3560742682.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-3-quartos-1-vaga-lagoinha-2967866107.html
275000.0,300.0,Salgado Filho,Rua Veríssimo,86.0,3.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/41/58/360x266/3605488678.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-salgado-filho-3-quartos-86-2973414158.html
240000.0,383.0,Santa Mônica,Rua Joaquim Pereira,47.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/75/96/23/84/360x266/3677640903.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-santa-monica-2-quartos-47-2975962384.html
500000.0,440.0,Dona Clara,Desembargador Afonso Lages,106.0,3.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/75/66/35/88/360x266/3669341605.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-3-quartos-a-venda-106-m-sup2-2975663588.html
305000.0,235.0,Santa Rosa,Mato Verde,84.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/76/35/13/00/360x266/3688327614.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-2-quartos-a-venda-84-m-sup2-2976351300.html
790000.0,330.0,Floresta,Rua Mucuri,153.0,3.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/67/52/61/86/360x266/2755212798.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-floresta-belo-horizonte-2967526186.html
530000.0,296.0,Ipiranga,Rua Vazante,87.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/45/70/25/68/360x266/2281460883.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-ipiranga-belo-horizonte-2945702568.html
350000.0,300.0,Ouro Preto,Rua Desembargador Paulo Mota,92.0,2.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/96/80/360x266/3605448023.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-ouro-preto-2-quartos-92-2973409680.html
720000.0,458.0,Sagrada Família,Rua Cônego Floriano,268.0,4.0,5.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/68/05/99/18/360x266/3394168864.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sagrada-familia-belo-horizonte-2968059918.html
2100000.0,2360.0,Funcionários,Rua Antônio de Albuquerque 1177,280.0,4.0,5.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/59/65/93/05/360x266/2415790848.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-4-dormitorios-a-venda-280-m-sup2--2959659305.html
330000.0,265.0,Liberdade,Rua João Fernandes,65.0,3.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/75/57/02/09/360x266/3666756573.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-liberdade-3-quartos-65-m-sup2-2975570209.html
300000.0,270.0,Sagrada Família,Rua Itajubá 1851,54.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/67/86/61/06/360x266/2769143106.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-2-quartos-1-vaga-sagrada-2967866106.html
300000.0,380.0,São Francisco,Rua Alcobaça,95.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/46/88/360x266/3605467044.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sao-francisco-2-quartos-95-2973414688.html
325000.0,,Carlos Prates,Rua Cambuquira,93.0,3.0,2.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/36/95/360x266/3605458395.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-carlos-prates-3-quartos-93-2973413695.html
2350000.0,3000.0,Belvedere,Rua Juvenal Melo Senra,248.0,4.0,5.0,5,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/22/13/360x266/3605470817.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-belvedere-4-quartos-248-2973412213.html
1800000.0,600.0,Dona Clara,Rua Bolivar Mineiro,260.0,4.0,5.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/74/20/93/83/360x266/3627958477.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-dona-clara-4-quartos-260-2974209383.html
310000.0,,São João Batista,Rua Monte Alverne,92.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/77/30/88/57/360x266/3713516175.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-sao-joao-batista-3-quartos-92-2977308857.html
590000.0,495.0,Buritis,Rua Teresa Motta Valadares 721,110.0,3.0,3.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/73/91/38/93/360x266/3619838993.jpg,https://www.imovelweb.com.br/propriedades/apartamento-com-3-dormitorios-a-venda-110-m-sup2--por-2973913893.html
800000.0,500.0,Carmo,Rua Orenoco,64.0,2.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/66/47/40/43/360x266/2704812642.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-carmo-belo-horizonte-2966474043.html
1380000.0,1250.0,Santa Efigênia,Rua dos Otoni,127.0,4.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/63/32/00/360x266/3723332706.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-santa-efigenia-belo-horizonte-2977633200.html
1700000.0,1500.0,Cruzeiro,Rua Prata,500.0,4.0,3.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/73/46/48/41/360x266/3606743761.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-cruzeiro-4-quartos-500-m-sup2-2973464841.html
840000.0,,Palmares,,200.0,5.0,4.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/36/45/50/08/360x266/2317429216.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-em-palmares-2936455008.html
285000.0,180.0,Santa Mônica,Rua Geralda Cirino Flor de Maio,62.0,3.0,1.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/46/36/08/86/360x266/3627996706.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-3-quartos-2-vagas-82-70-2946360886.html
1530000.0,1100.0,Grajaú,Rua Barbosa de Resende,346.0,5.0,3.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/73/40/99/09/360x266/3605429409.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-grajau-5-quartos-346-m-sup2--2973409909.html
370000.0,430.0,Planalto,Rua Francisco Augusto Rocha,69.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/08/97/360x266/3605450359.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-planalto-3-quartos-69-m-sup2-2973410897.html
389000.0,398.0,Castelo,Rua Cecília Fonseca Coutinho,72.0,2.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/75/45/24/26/360x266/3663413039.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-castelo-belo-horizonte-2975452426.html
380000.0,450.0,Centro,Rua dos Guaranis,138.0,4.0,2.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/63/22/31/67/360x266/2560389455.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-centro-belo-horizonte-2963223167.html
532000.0,,Nova Floresta,Rua Quixadá,77.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/30/98/49/360x266/3713512544.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-nova-floresta-3-quartos-77-2977309849.html
660000.0,400.0,Serra,Rua Pirapetinga,68.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/30/98/21/360x266/3713556576.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-serra-3-quartos-68-m-sup2--2977309821.html
3900000.0,,Serra,Rua Pirapetinga,510.0,4.0,5.0,4,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/31/22/360x266/3640190759.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-serra-4-quartos-510-m-sup2--2973413122.html
750000.0,804.0,Lourdes,Rua dos Timbiras,94.0,1.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/77/30/85/91/360x266/3713557180.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-lourdes-1-quarto-94-m-sup2--2977308591.html
170000.0,230.0,Camargos,Rua Zircônio,42.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/22/97/360x266/3605482609.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-camargos-2-quartos-42-m-sup2-2973412297.html
430000.0,360.0,Santa Teresa,Rua Bom Despacho,86.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/30/82/47/360x266/3713505484.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-santa-tereza-3-quartos-86-2977308247.html
350000.0,400.0,Silveira,Rua Agostinho Azzi,69.0,4.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/64/61/45/24/360x266/2624583039.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-silveira-belo-horizonte-2964614524.html
949800.0,600.0,Santo Agostinho,Rua Juiz de Fora,60.0,2.0,1.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/76/53/47/95/360x266/3693565182.jpg,https://www.imovelweb.com.br/propriedades/apartamento-alto-padrao-02-quartos-02-suites-02-2976534795.html
375000.0,330.0,Floresta,Rua Jacuí,50.0,2.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/76/06/17/28/360x266/3680469221.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-floresta-2-quartos-50-m-sup2-2976061728.html
3200000.0,2700.0,Belvedere,Rua Elza Brandão Rodarte,268.0,3.0,5.0,3,https://imgbr.imovelwebcdn.com/avisos/2/29/75/24/06/76/360x266/3657154352.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-belvedere-3-quartos-268-2975240676.html
1325000.0,682.0,Savassi,Rua Tomé de Souza 950,73.0,1.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/76/08/18/93/360x266/3681020933.jpg,https://www.imovelweb.com.br/propriedades/apartamento-duplex-a-venda-1-quarto-1-suite-2-2976081893.html
750000.0,748.0,Graça,Rua Juruá 701,65.0,2.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/76/08/27/06/360x266/3681020307.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-na-graca-2976082706.html
290000.0,350.0,Sagrada Família,Rua Santa Marta 448,70.0,3.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/77/70/03/21/360x266/3724779653.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-3-quartos-1-suite-1-vaga-2977700321.html
400000.0,420.0,Castelo,Praça Jornalista Cici Santos,62.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/57/03/87/12/360x266/3648184978.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-castelo-belo-horizonte-2957038712.html
350000.0,374.0,Serra,Rua Monte Sião 473,58.0,2.0,2.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/64/40/84/53/360x266/2614855046.jpg,https://www.imovelweb.com.br/propriedades/apartamento-2-quartos-a-venda-no-bairro-serra-2964408453.html
250000.0,360.0,Centro,Avenida Paraná,50.0,1.0,1.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/73/53/18/80/360x266/3608603771.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-centro-1-quarto-50-m-sup2--2973531880.html
280000.0,270.0,Bonfim,Rua Pedro Leopoldo,70.0,3.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/75/62/43/19/360x266/3668120701.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-bonfim-3-quartos-70-m-sup2--2975624319.html
250000.0,350.0,Planalto,Avenida Doutor Cristiano Guimarães,72.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/74/14/11/64/360x266/3626232938.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-planalto-2-quartos-72-m-sup2-2974141164.html
845000.0,600.0,Dona Clara,Rua Etelvina Vaz de Melo 20,220.0,4.0,5.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/65/44/35/04/360x266/2657718975.jpg,https://www.imovelweb.com.br/propriedades/venda-cobertura-4-quartos-no-bairro-dona-clara.-2965443504.html
520000.0,899.0,Anchieta,Rua Samuel Pereira,70.0,2.0,3.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/59/11/65/48/360x266/2391001341.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-anchieta-belo-horizonte-2959116548.html
3600000.0,2845.0,Gutierrez,Rua Herculano de Freitas,545.0,4.0,4.0,4,https://imgbr.imovelwebcdn.com/avisos/2/29/77/47/89/26/360x266/3718677620.jpg,https://www.imovelweb.com.br/propriedades/cobertura-no-gutierrez-4-quartos-2-suites-2977478926.html
380000.0,320.0,Anchieta,Rua Vitório Marcola,81.0,2.0,1.0,1,https://imgbr.imovelwebcdn.com/avisos/2/29/57/03/87/31/360x266/2281395673.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-anchieta-belo-horizonte-2957038731.html
2300000.0,3300.0,Anchieta,Rua Samuel Pereira,300.0,4.0,2.0,4,https://imgbr.imovelwebcdn.com/avisos/2/29/76/32/16/22/360x266/3687726267.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-anchieta-4-quartos-300-m-sup2-2976321622.html
350000.0,650.0,Barro Preto,Avenida Augusto de Lima,95.0,3.0,1.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/73/41/04/92/360x266/3713515500.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-barro-preto-3-quartos-95-2973410492.html
395000.0,230.0,Candelária,Rua Maria Helena,72.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/30/85/28/360x266/3713503250.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-candelaria-3-quartos-72-2977308528.html
575000.0,350.0,Silveira,Rua Carlos Turner,61.0,2.0,3.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/72/73/99/13/360x266/3585786279.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-silveira-belo-horizonte-2972739913.html
1345000.0,,Lourdes,Rua dos Aimorés 2273,89.0,3.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/76/08/11/81/360x266/3680988772.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-no-lourdes-2976081181.html
430000.0,630.0,Centro,Rua Rio de Janeiro,90.0,2.0,1.0,0,https://imgbr.imovelwebcdn.com/avisos/2/29/61/57/74/98/360x266/2489157838.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-centro-belo-horizonte-2961577498.html
388500.0,,Conjunto Califórnia,Rua Demeter,62.0,2.0,2.0,2,https://imgbr.imovelwebcdn.com/avisos/2/29/77/44/91/45/360x266/3717947930.jpg,https://www.imovelweb.com.br/propriedades/apartamento-a-venda-2-quartos-62-m-sup2-2977449145.html
